id;ligne;titre;date;artiste;lieu;description;image;tags;largeur;hauteur;octets
ravachol_1904;134;Ravachol;1904;Emmanuel Frémiet;Orsay;modèle en plâtre d’un anarchiste ayant commis des attentats et ayant été guillotiné, (période d’attentats). Monstre sanguinaire mi homme mi bête. Commande humoristique pour la salle à manger d’un hôtel particulier.;ravachol_1904.jpg;Sculpture, Animal;586;850;39405
la-parabole-des-vierges-folles-et-sages_v1813;135;la parabole des vierges folles et sages;V1813;Peter Von Cornelius;Museum Kunstpalast;Nazaréens = groupe de 7 peintres all, frondeur de l’aca de Vienne, fondent groupe “académie de saint luc” et partent à rome. Retour à l’art chrétien médiéval et de la Renaissance. noble et moral. Sujet religieux, couleurs douces, lignes pures. Influence sur prérapha;la-parabole-des-vierges-folles-et-sages_v1813.jpg;Peinture, huile, Romantisme, Néo-Renaissance, Histoire;1280;951;239162
ophelie_1842;136;Ophélie;1842;Auguste Préault;Orsay;Drame théâtral de Shakespeare, C 1600. relief en bronze rpz Ophélie après la noyade, l’eau se confond avec plis vêtement. présenté comme une plaque funéraire du MA. Reprennent Pérugin, Raphael jeune, Fra Angelico;ophelie_1842.jpg;Sculpture, bronze, Romantisme;421;147;25336
henri-iv-enfant_1824;137;Henri IV enfant;1824;François Joseph Bosio;Louvre;fonte en argent. Troubadour ⇒ sujet de l’histoire nationale traité avec approche familière et intime, costume d’époque. Commande de la Restauration ⇒ rappelle l’origine des Bourbons.;henri-iv-enfant_1824.jpg;Sculpture, Romantisme, Néo-Renaissance;250;543;17313
tigre-devorant-un-gavial_1831;138;Tigre dévorant un gavial;1831;Antoine Louis Barye;Louvre;tension musculaire, réalisme anatomique, yeux exorbité. animaux du lointain;tigre-devorant-un-gavial_1831.jpg;Sculpture, bronze, animaux, Orient;640;514;46742
the-oxbow_1836;139;The Oxbow;1836;Thomas Cole;Metropolitan New York;représentant de la Hudson River School, grand espace américains, effets météorologiques. ici averse et espace ensoleillé en même temps, vue dégagée sur le fleuve. Sublime. Oxbow = boucle de rivière;the-oxbow_1836.jpg;Peinture, huile, Paysage, Romantisme,;1400;950;200656
grand-paysan_1904;140;Grand paysan;1904;Jules Dalou;Orsay;étude pour un monument aux ouvriers, seul celui ci sera fini avant sa mort. corps déformé par le labeur, non idéalisé, retrousse sa manche, sujet noble. Le corps est la trace vivante du travail;grand-paysan_1904.jpg;Sculpture, bronze, réalisme;666;850;89941
victor-hugo-sur-son-lit-de-mort_1885;141;Victor Hugo sur son lit de mort;1885;Jules Dalou;Orsay;plâtre. Un plâtre a été moulé sur le visage du défunt (masque mortuaire). Dalou a repris l’empreinte pour en faire une composition ou la tête repose sur un oreiller, qu’il dédicace aux petits enfants de l’artiste.;victor-hugo-sur-son-lit-de-mort_1885.jpg;Sculpture, réalisme;399;500;39155
le-jour-de-la-visite-a-l-hopital_1889;142;le jour de la visite à l'hôpital;1889;Geoffroy Henri;Orsay;Thème de l’accès au soin des classes populaires, alors en pleine réorganisation. père accablé devant son fils malade, teint livide. volonté de toucher le spectateur.;le-jour-de-la-visite-a-l-hopital_1889.jpg;Peinture, huile, Réalisme, scène de genre;593;800;97504
la-charge_vers-1902;143;La charge;vers 1902;André Devambez;Orsay;début de siècle agité par manifestations anar ou syndicalistes, tensions de l’affaire Dreyfus. Ici la charge marque l’acmé de l’un de ces événements. Cadrage inédit, cinématographique. mouvement de foule.;la-charge_vers-1902.jpg;Peinture, huile, Réalisme, photographie;850;659;116180
misere_1886;144;misère;1886;Fernand Pelez;Orsay;critique sociale. enfants pieds nus et sales, fait la manche, alors que l’école vient d’être obligatoire jusqu’à 13 ans en 1882, (jules ferry), vêtement trop grand. attitude digne.;misere_1886.jpg;Peinture, huile, Réalisme, Portrait;330;683;37022
combat-de-cerfs_1861;145;Combat de cerfs;1861;Gustave Courbet;Orsay;format monumental pour une scène animalière, dramatisation à la manière d’une peinture d’Histoire romantique;combat-de-cerfs_1861.jpg;Peinture, huile, Réalisme, animaux, Histoire, Paysage;1260;916;250306
baigneurs-sur-la-plage-de-trouville_1869;146;baigneurs sur la plage de Trouville;1869;Eugène Boudin;Orsay;invente ce type de paysage de la société élégante du second Empire à la plage. effets atmosphériques.;baigneurs-sur-la-plage-de-trouville_1869.jpg;Peinture, huile, paysage, scène de genre;500;306;45508
l-atelier-du-peintre_1855;147;l’atelier du peintre;1855;Gustave Courbet;Orsay;format monumental pour son pavillon avec ses amis à droite. montre la virtuosité du peintre dans tous les domaines : peint un paysage, fait des portraits, propose un nus, nature morte avec violons, crâne, peinture animalière. Peintre universel;l-atelier-du-peintre_1855.jpg;Peinture, huile, Réalisme, Histoire;1280;754;245067
autoportrait-dit-aussi-le-desespere_1844-1845;148;autoportrait dit aussi le désespéré;1844-1845;Gustave Courbet;Orsay;cadrage serré, expression outrée, éclairage violent ⇒ émotion intense et soudaine;autoportrait-dit-aussi-le-desespere_1844-1845.jpg;Peinture, Huile, Romantisme, portrait;1400;1146;369159
les-glaneuses_1857;149;les glaneuses;1857;Jean François Millet;Orsay;sujet des travaux agricoles, modestie de la tâche, pauvreté, effort car penchées;les-glaneuses_1857.jpg;Peinture, Huile, Réalisme, scène de genre;1280;958;307302
portraits-charges-de-deputes-de-la-monarchie-de-_1832-1835;150;portraits charges de députés de la monarchie de Juillet;1832-1835;Honoré Daumier;Orsay;Terre crue peinte, portraits satiriques servant de base pour les lithos dans les journaux caricatures et charivari.;portraits-charges-de-deputes-de-la-monarchie-de-_1832-1835.jpg;Sculpture;1400;1220;207214
le-rappel-des-glaneuses_1859;151;le rappel des glaneuses;1859;Jules Breton;Orsay;Héroïsation, vision idéalisé du travail des champs : attitude noble, composition et lumière mettant en valeur;le-rappel-des-glaneuses_1859.jpg;Peinture, Huile, Réalisme, Histoire;1400;711;161325
la-falaise-d-etretat-apres-l-orage_1870;152;La falaise d’Etretat après l’orage;1870;Gustave Courbet;Orsay;;la-falaise-d-etretat-apres-l-orage_1870.jpg;Peinture, Huile, Paysage;850;669;117524
les-mangeurs-de-pomme-de-terre_1885;153;Les mangeurs de pomme de terre;1885;Vincent Van Gogh;Musée Van Gogh;Période aux Pays-Bas dans la veine de Millet avec couleur sombre, empâtée. il peint des souliers, panier de pommes de terre;les-mangeurs-de-pomme-de-terre_1885.jpg;Peinture, Huile, Réalisme, Scène de genre;500;336;20521
orphee_1865;154;Orphée;1865;Gustave Moreau;Orsay;"Moment inventé par l’artiste : une jeune Thrace recueille la tête et lyre du Poète. le Mythe devient prétexte de méditation sur la mort, la poésie et le destin de l’artiste. Atmosphère irréelle, silencieuse; méditative.";orphee_1865.jpg;Peinture, Huile, Histoire, Symbolisme;884;1400;304430
le-pauvre-pecheur_1881;155;Le pauvre pêcheur;1881;Henri Puvis de Chavanne;Orsay;montre un père veuf et ses deux enfants, dans un paysage désolé. Caractère synthétique du tableau, son refus du modelé et de la perspective traditionnelle, son camaïeu verdâtre. dépouillement, recueillement car il prie. Lien avec la figure du pécheur.;le-pauvre-pecheur_1881.jpg;Peinture, Huile, Scène de genre, Symbolisme;618;500;50689
secret_1894;156;Secret;1894;Pierre Félix Fix Masseau;Orsay;Statuette Acajou. femme portant immense voile mais ne couvrant pas nudité, cachant une partie du visage. Qui est-elle ? prêtresse, magicienne? elle tient un coffret, que contient-il ? mystère.;secret_1894.jpg;Bois, Sculpture, Symbolisme;388;500;16522
paysage-aux-arbres-verts_1893;157;Paysage aux arbres verts;1893;Maurice Denis;Orsay;"Stylisation des arbres, couleurs non naturaliste, procession avec une femme à la rencontre d’un ange. allégorie théâtralisée de la Vocation ou de l'Election dans une forêt magique, celle de Kerduel où aurait vécu le fameux roi Arthur. la nature est transposée en ""équivalent plastique"" dérivé d'une émotion de l'artiste et devant faire naître une émotion chez le spectateur";paysage-aux-arbres-verts_1893.jpg;Paysage, Huile, Peinture, Nabi, Symbolisme;452;500;47328
la-vision-apres-le-sermon_1888;158;La vision après le sermon;1888;Paul Gauguin;Galerie nationale d’Ecosse, Edimburg;Combat de l’ange avec Jacob, registre physique registre onirique;la-vision-apres-le-sermon_1888.jpg;Huile, Peinture, Nabi, Symbolisme, Histoire;800;591;86360
hommage-a-delacroix_1864;159;hommage à Delacroix;1864;Henri-Fantin Latour;Orsay;pose statique, voire photographique;hommage-a-delacroix_1864.jpg;Huile, Peinture, Scène de genre, Romantisme, Impressionnisme;1099;670;105830
la-naissance-de-venus_1863;160;la naissance de Vénus;1863;Alexandre Cabanel;Orsay;prétexte pour faire un nu, pose lascive. En face on a Olympia de Manet. Hypocrisie de l’académisme. Théogonie Hésiode;la-naissance-de-venus_1863.jpg;Huile, Peinture, Histoire, Académisme;675;384;40235
naissance-de-venus_1879;161;Naissance de Vénus;1879;William Bouguereau;Orsay;encore une fois prétexte, délectation de l’observation de son corps.;naissance-de-venus_1879.jpg;Huile, Peinture, Histoire, Académisme;435;610;47202
les-romains-de-la-decadence_1847;162;les romains de la décadence;1847;Thomas Couture;Orsay;maitre de Manet. Souhaitait un tableau qui renouvèle la peinture française. critique de l’immoralité de la monarchie de Juillet qui subit des scandales.;les-romains-de-la-decadence_1847.jpg;Huile, Peinture, Histoire, Académisme;850;517;101574
madame-hessel-lisant-le-journal-devant-la-chemin_1917;163;Madame Hessel lisant le journal devant la cheminée;1917;Edouard Vuillard;Orsay;Version Nabi qui montre les intérieurs.;madame-hessel-lisant-le-journal-devant-la-chemin_1917.jpg;Scène de genre Huile, Peinture, Nabi;245;500;25873
ours-blanc_1922-1923;164;Ours blanc;1922-1923;François Pompon;Orsay;pierre. observation au jardin des plantes, moment suspendu de la marche, légèreté, fluidité alors que taillé dans la masse d’un bloc gigantesque. simplification extrême des formes. Traitement de la surface très moderne pour l’époque.  rompt avec l'animalier naturaliste du XIXe siècle;ours-blanc_1922-1923.jpg;Sculpture, Animal, pierre,;1400;1036;202308
mediterranee_1923-1927;165;Méditerranée;1923-1927;Aristide Maillol;Orsay;simplification des formes, à contrecourant de ce qui se fait à la suite de Rodin : pas d’émotion exagérée, pas de muscle saillant. femme qui médite, nue, absence d’expression. Mouvement de simplification de la sculpture après 1900 appellée “retour à l’ordre”;mediterranee_1923-1927.jpg;marbre, sculpture;1400;786;226395
homme-qui-marche_1905;166;Homme qui marche;1905;Auguste Rodin;Orsay;issu d’un assemblage d’oeuvres différentes (torse + jambes). rupture académique avec le concept d’oeuvre finie : ici pas de bras ni tête, comme les oeuvres grecques antiques. Pas de sujet si ce n’est la marche. pas de surface lisse, elle est rugueuse, traces du travail de l’argile;homme-qui-marche_1905.jpg;Sculpture, Bronze;652;850;77730
herakles-archer_1909-1925;167;Héraklès archer;1909-1925;Antoine Bourdelle;Orsay;tension musculaire, simplification du visage, yeux en amandes (art roman) nez en prolongement du front (art grec). bronze doré.;herakles-archer_1909-1925.jpg;Sculpture, Bronze;673;850;64363
paysage-enneige_1904;168;paysage enneigé;1904;Cuno Amiet;Orsay;Skieur perdu dans immensité enneigée, toile monumentale. petitesse de l’homme, détermination;paysage-enneige_1904.jpg;Paysage, Huile, Peinture;658;500;78630
feu-ou-le-petit-forgeron_1916;169;Feu ou le petit Forgeron;1916;Pierre Auguste renoir, Richard Guino;Orsay;Aspect rugueux, traces du travail de l’argile.;feu-ou-le-petit-forgeron_1916.jpg;Bronze, Sculpture;1400;1118;149574
porte-des-enfers_1880-1917;170;porte des enfers;1880-1917;Auguste Rodin;Musée Rodin;On retrouve le penseur, devenu œuvre autonome. inspirée de la divine comédie de Dante.;porte-des-enfers_1880-1917.jpg;Bronze, Sculpture, Histoire;417;595;51891
buste-de-sarah-bernhardt_vers-1895;171;Buste de Sarah Bernhardt;vers 1895;Jean Léon Gérôme;Orsay;accompagné d’un petit personnage, comédien masqué tiré du théâtre antique. marbre teinté;buste-de-sarah-bernhardt_vers-1895.jpg;Marbre, Portrait, Sculpture;359;557;22804
jeanne-d-arc-a-domremy_1872;172;Jeanne d’arc à Domrémy;1872;Henri Chapu;Orsay;Histoire nationale, bergère.;jeanne-d-arc-a-domremy_1872.jpg;Sculpture, marbre, Histoire;824;1400;161518
jeanne-d-arc-a-cheval_1872-1874;173;Jeanne d’arc à cheval;1872-1874;Emmanuel Fremiet;Orsay;A cheval, en armure, brandissant l'étendard. héroïne nationale, commande troisième république, figure de résistance contre les Prussiens vainqueurs de 1870;jeanne-d-arc-a-cheval_1872-1874.jpg;plâtre, Sculpture, Histoire;600;900;63537
porte-torchere-au-tambourin_1873;174;Porte torchère au tambourin;1873;Albert Ernest Carrier Belleuse;Opéra Garnier;Sculpture en cuivre créée par galvanoplastie (couche par couche à l’intérieur d’un moule) patinée, au rendu de bronze. composition dynamique, décor du Grand Escalier;porte-torchere-au-tambourin_1873.jpg;Sculpture, Cuivre;698;1023;169903
la-danse_1869;175;la Danse;1869;Jean Baptiste Carpeaux;Orsay;modèle en pierre, original.;la-danse_1869.jpg;Sculpture, pierre;816;1400;200583
l-age-d-airain_1877;176;l’âge d’Airain;1877;Auguste Rodin;Orsay.;Fonte Thiébaut frère. absence de sujet identifiable, scandale car rumeur de moulage sur le corps du modèle;l-age-d-airain_1877.jpg;Sculpture, bronze;672;850;78672
buste-de-victor-hugo_1883;177;Buste de Victor Hugo;1883;Auguste Rodin;Orsay;recherche de l’expression psychologique, surface non lisse donc refus du fini académique, captant la lumière;buste-de-victor-hugo_1883.jpg;Bronze, Sculpture, portrait;616;850;58213
les-quatre-parties-du-monde-soutenant-la-sphere-_1872;178;les quatre parties du monde soutenant la sphère céleste pour la fontaine de l’Observatoire;1872;Jean Baptiste Carpeaux;Paris;personnification féminine des 4 parties du monde, tournant selon la rotation de la terre. pied de l’Amérique sur les chaines brisées de l’Afrique. commande de Hausmann;les-quatre-parties-du-monde-soutenant-la-sphere-_1872.jpg;Bronze, Sculpture;827;495;96394
chanteur-florentin-du-xv-siecle_1865;179;chanteur florentin du XV siècle;1865;Paul Dubois;Orsay;bronze argenté barbedienne, Orsay, costume d’époque.;chanteur-florentin-du-xv-siecle_1865.jpg;Sculpture, bronze, néo-renaissance;385;742;25076
homme-soudanais-en-costume-algerien_1856-57;180;Homme soudanais en costume algérien;1856-57;Charles Cordier;Orsay;visage en bronze, onyx sur piédouche en porphyre. Nouveauté de faire de la polychromie;homme-soudanais-en-costume-algerien_1856-57.jpg;Sculpture, Bronze, Pierre, Portrait, Orient;365;547;25510
l-incendie-de-moscou-au-panorama-de-paris_1791;181;l’incendie de Moscou au Panorama de Paris;1791;Robert Barker;Paris;Toile peinte et disposée circulairement dans un grand batiment, autour des spectateurs. immersif, goût pour le spectacle, illusion de la profondeur. Robert Barker inventeur;l-incendie-de-moscou-au-panorama-de-paris_1791.jpg;Architecture, Peinture, Huile;1400;785;171031
projet-esquisse-pour-le-decor-de-la-coupole-du-p_1812;182;Projet (esquisse) pour le décor de la coupole du Panthéon;1812;Antoine Jean-Gros;Petit Palais;montrant la gloire de la Monarchie restaurée. adaptation des artistes néoc au changement de régime.;projet-esquisse-pour-le-decor-de-la-coupole-du-p_1812.jpg;Peinture, Huile dessin, Histoire;500;498;41527
femme-piquee-par-un-serpent_1848;183;Femme piquée par un serpent;1848;Auguste Clésinger;Orsay;prétexte pour un nu et pas vraiment une femme qui souffre, d’ailleurs un double scandale car moulage sur nature d’une demi-mondaine : pauline sabatier. refus d’idéalisation du corps : cellulite visible;femme-piquee-par-un-serpent_1848.jpg;Sculpture, marbre, portrait;1280;960;206620
papier-peint-jardin-d-hiver_1853;184;papier peint “Jardin d'hiver”;1853;Jules Desfossé, Edouard Müller;MADD;présenté à l’expo univ de Paris, 1855. Papier peint panoramique, permis par l’invention de l’impression mécanique par cylindre. Müller = dessinateur;papier-peint-jardin-d-hiver_1853.jpg;Papier peint, paysage;1220;1400;521290
le-prince-imperial-et-le-chien-nero_1865;185;Le prince impérial et le chien Néro;1865;Jean-Baptiste Carpeaux;Orsay;Portrait simple, sans costume impérial ni attributs officiels. réduction en bronze d'après un modèle de 1865, Orsay. Achille Collas, invention de la machine à réduire les bronzes, 1837, pour en faire des réductions de toutes les tailles.;le-prince-imperial-et-le-chien-nero_1865.jpg;Sculpture, bronze, portrait;384;500;20833
la-danse-au-moulin-rouge_1895;186;La danse au Moulin Rouge;1895;Henri de Toulouse Lautrec;Orsay;décor pour la baraque de la Goulue à la foire du Trône à Paris, met en scène les deux stars du moment en représentation. HST;la-danse-au-moulin-rouge_1895.jpg;Peinture, Huile, Scène de genre;960;907;250768
honore-de-balzac_1898;187;Honoré de Balzac;1898;Auguste Rodin;Orsay;refusé par la société des gens de lettre, puissance créatrice;honore-de-balzac_1898.jpg;Sculpture, plâtre, portrait;484;726;107157
l-age-mur_1897;188;l’âge mûr;1897;Camille Claudel;Orsay;Fonte thiébaut. l’homme est inexorablement attiré par le temps qui passe, la jeunesse tentant de le retenir. Camille est en implorante, retenant Rodin qui reste avec sa maitresse.;l-age-mur_1897.jpg;Sculpture, bronze;837;850;96014
l-hiver_1890;189;l’Hiver;1890;Auguste Rodin;Orsay;Marbre, vieille femme, réalisme. dos voûtée, assise, résignée;l-hiver_1890.jpg;Sculpture, Marbre,;316;411;14082
table-de-toilette-de-la-duchesse-de-berry_vers-1819;190;Table de toilette de la duchesse de Berry;vers 1819;Marie Désarnaud-Charpentier, Jacob,;Louvre;Propriétaire de l’escalier de cristal, présenté à l’exposition des produits de l’industrie, avec miroir et fauteuil,. Première fois qu’on allie du cristal taillé et bronze sur du mobilier. c’est encore de goût néoc : pieds en balustre, dossier fauteuil en forme de lyre. Différent des marchands-mercier, elle créée des objets sans recevoir de commandes au préalable.Belle fille de Charles X;table-de-toilette-de-la-duchesse-de-berry_vers-1819.jpg;Mobilier, siège, verre, bronze,;422;473;34487
la-liberte-eclairant-le-monde_1886;191;La liberté éclairant le monde;1886;Frédéric Auguste Bartholdi, Gustave Eiffel;New-York;revêtement de cuivre, structure acier. cadeau diplomatique, personnification à l’antique, Eiffel ingénieur, sculpteur bartholdi;la-liberte-eclairant-le-monde_1886.jpg;Sculpture, cuivre, néoclassicisme;500;750;55282
le-lion-de-belfort_1875-1880;192;Le lion de Belfort;1875-1880;Frédéric Auguste Bartholdi;Belfort;Commémore  la résistance de  la ville lors de sa siège dans la guerre Franco prussienne;le-lion-de-belfort_1875-1880.jpg;Sculpture, animaux;960;574;228458
ensemble-de-mobilier-de-chambre-a-coucher_1827;193;Ensemble de mobilier de chambre à coucher;1827;François Baudry;MADD;pour expo des produits de l’industrie. Bois cintré, bois clair et motifs sombre. Lit nacelle, absence totale de bronze doré. Produits de l’industrie fr 1798-1848;ensemble-de-mobilier-de-chambre-a-coucher_1827.jpg;Mobilier, bois,;1400;820;182228
crystal-palace_1851;194;Crystal palace;1851;Joseph Paxton;Londres;à partir de modules en fer préfabriqués produits en usine, assemblés sur place et entièrement démontables. Charpente métallique laissée visible, on veut montrer ce qui la compose ! facilité, rapidité, transportabilité, extensible. Grands panneaux de verre;crystal-palace_1851.jpg;Architecture, fer;1400;757;224598
portrait-d-eugenie-de-montijo-imperatrice-des-fr_1857;195;Portrait d’Eugénie de Montijo, impératrice des français;1857;Franz Xavier Winterhalter, D’après;Louvre;Original avait été présenté à expo univ de 1855 en pendant de celui de Napoléon III mais ont brulé dans l’incendie des Tuileries.;portrait-d-eugenie-de-montijo-imperatrice-des-fr_1857.jpg;Portrait, Huile, Peinture,;908;1400;184534
gaine-de-style-louis-xiv_v-1860;196;Gaine de style Louis XIV;V.1860;;Louvre;s’ajustant à la mouluration des lambris. Décor de chutes de laurier, de masques de femme et rinceaux, de consoles latérales. Bois noir, bois peint, bronze doré.;gaine-de-style-louis-xiv_v-1860.jpg;Néo-Louis XIV, bois, mobilier;348;631;33332
piece-centrale-du-surtout-des-100-couverts_1852-58;197;Pièce centrale du surtout des 100 couverts;1852-58;Christofle;MADD;pour Napoléon III. métal argenté. Personnification de la France distribuant les couronnes de la gloire;piece-centrale-du-surtout-des-100-couverts_1852-58.jpg;Arts de la table, orfèvrerie,;1400;700;118267
service-encyclopedique_1805-1806;198;Service encyclopédique;1805-1806,;Sèvres;Louvre;offert par Napoléon à l’occasion d’un mariage, Montre les activités agricoles, artistiques, artisanales. célèbre le savoir, les arts, les métiers et le travail humain. Planches tirées de l’encyclopédie de Diderot et D’Alembert de 1751;service-encyclopedique_1805-1806.jpg;Arts de la table, porcelaine,;960;720;137847
necessaire-de-campagne-de-napoleon-1er_1806;199;Nécessaire de campagne de Napoléon 1er;1806;Martin Guillaume Biennais;Louvre;Comprend un service à thé pour une personne, ustensile de toilettes et nécessaire de travail. Argent, coffret acajou. (Ustensiles de toilettes comprend : flacon en cristal et bouchon argent, boites cylindriques, bassin, miroir, blaireau, coupe-choux manche nacre, cure oreille, brosse à dent, cuir pour rasoir, tire-bouton) (necessaire de travail comprend porte crayon, veilleuse, flambeau, briquet, étui à aiguille, paire de ciseaux). Orfèvre de Napoléon;necessaire-de-campagne-de-napoleon-1er_1806.jpg;Arts de la table, orfèvrerie, bois;469;640;44860
lit-de-madame-juliette-recamier_vers-1800;200;Lit de Madame Juliette Récamier;vers 1800;Jacob Frères;Louvre;Lit bateau, à chevets enroulés en crosse, décoré de cygnes en bronze doré, allégories de la nuit, palmettes. acajou.;lit-de-madame-juliette-recamier_vers-1800.jpg;Mobilier, néoclassicisme, bronze, bois;1400;933;211458
fauteuil-du-salon-de-madame-juliette-recamier_vers-1800;201;Fauteuil du salon de Madame Juliette Récamier;vers 1800;Jacob frères;Louvre;Dossier en crosse, pieds arrière à l’étrusque, pieds avant en balustre, support d’accotoirs = sphinges. Noyer, citronnier et amarante;fauteuil-du-salon-de-madame-juliette-recamier_vers-1800.jpg;Mobilier, siège, Orient, bois;480;480;28433
fauteuil-du-trone-de-napoleon-1er-aux-tuileries_1804;202;Fauteuil du trône de Napoléon 1er aux Tuileries;1804;Jacob Desmalter, d’après Charles Percier et Pierre Fontaine;Louvre;N impérial, abeilles initialement sur les boules d’ivoire;fauteuil-du-trone-de-napoleon-1er-aux-tuileries_1804.jpg;Mobilier, siège, bronze;480;640;46382
lit-de-charles-x-aux-tuileries_1817-1819;203;Lit de Charles X aux tuileries;1817-1819;Maison Grand Frères,;Louvre;Bois doré, garniture en brocard bleu (rideau, ciel de lit, traversin);lit-de-charles-x-aux-tuileries_1817-1819.jpg;Mobilier, bois,;960;1280;280941
balustrade-pour-le-chambre-de-napoleon-aux-tuile_1804;204;balustrade pour le chambre de Napoléon aux tuileries;1804;Jacob Desmalter, d’après Charles Percier et Pierre Fontaine;Louvre;Bois doré, sert à délimiter les espaces, avec certains privilégiés qui peuvent accéder au lit.;balustrade-pour-le-chambre-de-napoleon-aux-tuile_1804.jpg;Mobilier, bois,;870;489;104699
le-debarquement-de-la-reine-a-marseille-cycle-de_1620;205;Le débarquement de la Reine à Marseille, cycle de Marie de Médicis;1620;Pierre Paul Rubens;Louvre;Baroque;le-debarquement-de-la-reine-a-marseille-cycle-de_1620.jpg;Peinture, huile, Histoire, Portrait;960;1208;318500
valentine-de-milan-pleurant-la-mort-de-son-epoux_1802;206;Valentine de Milan pleurant la mort de son époux;1802;Richard Fleury;musée de l’Ermitage.;Premier tableau Troubadour, qui lancera la mode. Sujet tiré de l’Histoire de la Renaissance italienne. pose mélancolique, évasion, petit format.;valentine-de-milan-pleurant-la-mort-de-son-epoux_1802.jpg;Peinture, huile, scène de genre néo-renaissance;990;1400;144895
facade-de-l-eglise-notre-dame-lors-du-bapteme-du_1821;207;Façade de l’église Notre Dame lors du Baptême du prince héritier;1821;;Notre-Dame;agrémentée d’un grand portique constitué d’arcs brisés. Structure éphémère en bois peint, dais, toiles peintes. 1er édifice parisien de style néo-gothique;facade-de-l-eglise-notre-dame-lors-du-bapteme-du_1821.jpg;Architecture, bois, néo-gothique;585;429;63852
obelisque-de-louxor_1834;208;Obélisque de Louxor;1834;;Place de la Concorde;cadeau de l’Egypte à la France;obelisque-de-louxor_1834.jpg;Pierre, Orient, architecture;763;1400;118150
ringstrasse-destruction-des-remparts_1857;209;Ringstrasse, Destruction des remparts;1857;;Vienne;Un bâtiment ⇒ Un style architectural. Néo-gothique = religieux, Néo-flamand = hôtel de ville, Néo-grec = parlement.;ringstrasse-destruction-des-remparts_1857.jpg;Architecture, néo-gothique,néo-renaissance, néo-grec;1024;768;234755
voyage-pittoresque-et-romantique-en-ancienne-fra_1820;210;Voyage pittoresque et romantique en ancienne france;1820,;Baron Taylor;;gravure de nombreux bâtiments;voyage-pittoresque-et-romantique-en-ancienne-fra_1820.jpg;Néo-gothique, littérature;926;1000;186110
opera-garnier_1860-75;211;Opéra Garnier;1860-75;Charles Garnier;Paris;Façade néoc et baroque, grand escalier baroque, Grand foyer inspiré de la galerie des Glaces et galerie d’Apollon, avant foyer avec de mosaïques, ref byzantine, vénitienne.;opera-garnier_1860-75.jpg;Architecture, néoclassicisme, néo Louis XIV, Orient;1400;1050;332941
guerre-aux-demolisseurs_1832;212;guerre aux démolisseurs;1832;Victor Hugo;;Revue des deux mondes, dénonce l’état d’abandon du patrimoine médiéval.;guerre-aux-demolisseurs_1832.jpg;Littérature, néo-gothique;371;539;28483
inspection-generale-des-monuments-historiques-av_1830;213;Inspection générale des monuments historiques avec poste d’inspecteur général des monuments historiques;1830;Prosper Mérimée;;But de savoir quoi restaurer et comment le restaurer, pour éviter les restaurations foireuses. Sainte Chapelle premier batiment restauré avec précaution par Duban, puis Louvre;inspection-generale-des-monuments-historiques-av_1830.jpg;Néo-gothique;800;800;85666
vue-d-une-salle-du-musee-des-monuments-francais-_1798;214;Vue d'une salle du Musée des Monuments Français, dans la chapelle de l'ancien couvent des Petits-Augustins, à Paris, après 1798;1798;Hubert Robert;Louvre;Alexandre Lenoir, musée des monuments Français;vue-d-une-salle-du-musee-des-monuments-francais-_1798.jpg;Peinture, huile, Néo-gothique, sculpture;640;524;44248
dictionnaire-raisonne-d-archi-fr-du-xi-au-xvi-s_1854-1868;215;Dictionnaire raisonné d’archi fr du XI au XVI s;1854-1868;Eugène Viollet le duc;;encyclopédie sur l’archi MA, valeur pédagogique, que ce soit repris par les archi. Éclectisme de synthèse ⇒ plusieurs éléments médiévaux d’époque différentes ensemble (nvelle flèche ND, ajoute des créatures fantastiques);dictionnaire-raisonne-d-archi-fr-du-xi-au-xvi-s_1854-1868.jpg;Littérature, Néo-gothique;600;600;50255
la-mort-de-leonard-de-vinci_1818;216;La mort de Léonard de Vinci;1818;Jean Auguste Dominique Ingres;petit palais;;la-mort-de-leonard-de-vinci_1818.jpg;Peinture, Huile, Scène de genre, Néo-Renaissance;960;770;205503
le-salon-de-la-princesse-marie-d-orleans-au-pala_1842;217;Le Salon de la princesse Marie d’Orléans au palais des Tuileries;1842;Prosper Lafaye;Louvre;fille de L-P et de Marie-Amélie, intérieur à la mode néo-gothique. C’est une sculptrice fr qui avait un goût immodérée pour le MA, qui est un peu fantasmé : dressoir, chaise à haut dossier, pieds tournés, vitraux, plafonds à caisson style Louis XIV.;le-salon-de-la-princesse-marie-d-orleans-au-pala_1842.jpg;Peinture, Huile, Néo-gothique;703;511;48116
cafe-turc-au-boulevard-du-temple-ou-jardin-turc_1780;218;Café turc au boulevard du temple, ou jardin turc;1780;;Paris;décor exotique avec des kiosques de verre coloré, des lanternes et pont chinois, archi avec portique à arc outrepassés. Café = exotique.;cafe-turc-au-boulevard-du-temple-ou-jardin-turc_1780.jpg;Orient, architecture, jardin;1400;700;249244
les-pestiferes-de-jaffa_1804;219;les pestiférés de Jaffa;1804;Antoine Jean Gros;Louvre;;les-pestiferes-de-jaffa_1804.jpg;Peinture, huile, Orient, Histoire;1280;914;310196
