id;ligne;titre;date;artiste;lieu;image;tags;largeur;hauteur;octets
parure-en-corail-sculpte-pour-la-reine-farida-d-_xix-siecle;365;Parure en corail sculpté pour la reine Farida d’Egypte;XIX siècle;ateliers Ascione;musée du corail à Naples;parure-en-corail-sculpte-pour-la-reine-farida-d-_xix-siecle.jpg;Bijoux, mode, animaux, sculpture;1031;1085;197204
medaillon-en-or-et-email-cloisonne_vers-1869;366;médaillon en or et émail cloisonné;vers 1869;Maison Falize;Orsay;medaillon-en-or-et-email-cloisonne_vers-1869.jpg;émail, japonisme, bijoux, mode, art nouveau;759;364;25132
peigne-muguet-en-corne_1900;367;peigne “Muguet” en corne;1900;Lalique;MADD;peigne-muguet-en-corne_1900.jpg;Bijoux, mode, sculpture, émail, art nouveau;360;573;24777
bracelet-tutti-frutti_1928;368;Bracelet Tutti Frutti;1928;Cartier;;bracelet-tutti-frutti_1928.jpg;Art déco, bijoux, orfèvrerie;720;556;46382
broche_vers-1937;369;Broche;vers 1937;Raymond Templier;MADD;broche_vers-1937.jpg;Art déco, modernisme, bijoux;616;493;20473
collier-de-navettes-graduees-en-bakelite_vers-1950;370;Collier de navettes graduées en bakélite;vers 1950;;;collier-de-navettes-graduees-en-bakelite_vers-1950.jpg;plastique, bijoux, mode;657;652;111119
pendentif-visage-de-faune_vers-1980;371;pendentif visage de faune;vers 1980;François Hugo, Picasso;;pendentif-visage-de-faune_vers-1980.jpg;Bijoux, orfèvrerie;1400;1400;247322
boucle-de-ceinture_vers-1940;372;Boucle de ceinture;Vers 1940;Alexander Calder;Collection Diane Venet;boucle-de-ceinture_vers-1940.jpg;Bijoux, sculpture;692;692;84164
bague-en-bois-et-resine-epoxy_sans-titre;373;Bague en bois et résine epoxy;;;;bague-en-bois-et-resine-epoxy_sans-titre.jpg;Bijoux;435;705;38020
pelican_1732;374;Pélican;1732;Johann Joachim Kändler, Meissen;musée de la porcelaine de Sèvres;pelican_1732.jpg;Sculpture, animaux, céramique, porcelaine;1400;1400;134435
arlequin_vers-1740;375;Arlequin;vers 1740;Johann Joachim Kändler;Metropolitan Museum;arlequin_vers-1740.jpg;Céramique, porcelaine,;552;619;32473
chandelier-a-venise_1996;376;Chandelier à Venise;1996;Dale Chihuly;Venise;chandelier-a-venise_1996.jpg;Verre, sculpture;1400;1400;336748
chaise-n-14_sans-titre;377;Chaise n°14;;Michael Thonet;Centre Pompidou;chaise-n-14_sans-titre.jpg;Mobilier, siège, bois;977;1400;85602
banc-davioud_annees-1860;378;Banc Davioud;années 1860;Gabriel Davioud;Paris;banc-davioud_annees-1860.jpg;Mobilier, siège, urbanisme, fer;801;691;140820
fontaine-wallace_1872;379;Fontaine Wallace;1872;Richard Wallace;Paris;fontaine-wallace_1872.jpg;Urbanisme, fer;1035;1400;346093
supplications-aux-orfevres-dans-le-mercure-de-fr_1754;380;Supplications aux orfèvres dans le mercure de France “Abattez tous ces herbages”;1754;Charles Nicolas Cochin;;supplications-aux-orfevres-dans-le-mercure-de-fr_1754.jpg;Littérature, néoclassicisme, citation;393;234;16558
collection_premiere-moitie-;381;collection;première moitié XVIIIs;Pierre Crozat;;collection_premiere-moitie-.jpg;Rocaille, tableaux;352;470;21592
